code,date,DP10_mean,DP10_std,DP1X_mean,DP1X_std,DT32_mean,DT32_std,DX70_mean,DX70_std,DX90_mean,DX90_std,EMNT_mean,EMNT_std,EMXP_mean,EMXP_std,EMXT_mean,EMXT_std,HTDD_mean,HTDD_std,MNPN_mean,MNPN_std,MXPN_mean,MXPN_std,PRCP_mean,PRCP_std,TAVG_mean,TAVG_std,TMAX_mean,TMAX_std
AE,1996-01-01T00:00:00,,,,,,,339.0,,218.0,,,,,,119.0,,,,,,,,,,,,96.7,
AE,2004-01-01T00:00:00,4.0,,0.0,,,,,,,,,,0.9,,,,,,,,,,2.31,,,,,
AE,2006-01-01T00:00:00,7.0,,1.0,,,,335.0,,231.0,,,,1.77,,118.0,,,,,,,,4.08,,,,97.2,
AE,2008-01-01T00:00:00,,,,,,,330.0,,247.0,,,,,,120.0,,,,,,,,,,,,97.3,
AE,2009-01-01T00:00:00,,,,,,,329.0,,234.0,,,,,,121.0,,,,,,,,,,,,97.9,
AE,2010-01-01T00:00:00,5.0,,1.0,,,,,,,,,,3.15,,,,,,,,,,4.83,,,,,
AE,2011-01-01T00:00:00,2.0,,0.0,,,,,,,,,,0.63,,,,,,,,,,1.01,,,,,
AE,2012-01-01T00:00:00,2.0,,1.0,,,,342.5,4.949747468305833,225.0,1.4142135623730951,,,1.66,,120.0,1.4142135623730951,,,,,,,2.06,,,,96.4,0.565685424949231
AE,2014-01-01T00:00:00,5.0,,0.0,,,,,,,,,,0.62,,,,,,,,,,2.33,,,,,
AE,2019-01-01T00:00:00,8.0,,0.0,,,,,,,,,,0.86,,,,,,,,,,2.91,,,,,
AE,2020-01-01T00:00:00,8.0,,3.0,,,,,,,,,,1.65,,,,,,,,,,5.94,,,,,
AE,2023-01-01T00:00:00,9.0,1.4142135623730951,1.5,0.7071067811865476,,,,,,,,,1.35,0.4101219330881974,,,,,,,,,4.645,1.7324116139070418,,,,
AG,1995-01-01T00:00:00,40.0,,4.0,,3.0,,227.0,16.97056274847714,38.5,16.263455967290593,31.0,,1.6,,105.0,0.0,1792.0,,,,,,21.72,,64.5,,75.6,0.14142135623731653
AG,1996-01-01T00:00:00,59.0,,6.0,,2.0,,228.0,,21.0,,29.0,,2.56,,113.0,,1485.0,,,,,,31.57,,63.6,,73.5,
AG,1997-01-01T00:00:00,35.0,12.727922061357855,3.0,2.8284271247461903,0.0,,223.0,11.313708498984761,37.0,24.041630560342615,33.0,,4.385,3.2597622612699846,102.0,1.4142135623730951,1700.0,,,,,,18.945,3.641599923110719,65.0,,75.80000000000001,0.565685424949231
AG,1998-01-01T00:00:00,47.0,,6.0,,4.0,,220.0,,30.0,,30.0,,1.92,,104.0,,1632.0,,,,,,23.99,,63.7,,74.8,
AG,2003-01-01T00:00:00,,,,,,,196.0,,108.0,,,,,,113.0,,,,,,,,,,,,76.8,
AG,2004-01-01T00:00:00,47.0,5.656854249492381,5.0,4.242640687119285,,,,,,,,,1.77,0.1131370849898477,,,,,,,,,21.61,5.23259018078045,,,,
AG,2005-01-01T00:00:00,34.36363636363637,9.667189118587963,1.9090909090909092,1.4459976109624424,26.0,22.869193252058544,209.6,3.646916505762094,57.2,24.983994876720576,24.333333333333332,7.767453465154029,1.8072727272727271,0.9956414104394304,107.2,5.019960159204454,2428.0,,,,,,14.876363636363635,6.09532980687226,64.35,2.1920310216782983,74.24000000000001,1.5093044755780773
AG,2006-01-01T00:00:00,36.333333333333336,9.316001223050522,2.5833333333333335,1.621353717973928,4.0,6.928203230275509,211.6,21.892921230388605,72.4,23.922792479140053,34.0,6.0,2.2333333333333334,1.408095640691119,104.6,4.159326868617085,,,,,,,17.095,7.358451541656648,65.05000000000001,0.4949747468305903,74.44,3.531713465161069
AG,2007-01-01T00:00:00,45.583333333333336,11.774072697193095,4.333333333333333,3.6514837167011076,6.25,8.770214744615247,178.28571428571428,21.422062503521033,50.142857142857146,24.96950521088054,29.75,6.994045086119096,2.651666666666667,1.4553339718762048,104.85714285714286,4.29839394148448,1382.0,663.2661607529816,,,,,22.951666666666668,10.59491029893242,63.86666666666667,2.205296654269745,72.87142857142858,3.0863755905129726
AG,2008-01-01T00:00:00,42.416666666666664,9.268307027257737,1.8333333333333333,1.80067327475704,12.0,20.784609690826528,184.33333333333334,24.407990494917847,53.333333333333336,30.29026246172192,31.666666666666668,6.5064070986477125,1.745,0.8440971508067066,103.55555555555556,4.719934086168765,997.0,,,,,,17.906666666666666,5.378961260543178,64.2,2.2113344387496014,73.06666666666666,3.0569592735265534
AG,2010-01-01T00:00:00,48.857142857142854,13.190072857191577,2.7857142857142856,2.22498302253061,4.5,6.363961030678928,198.125,24.53241296151452,49.375,32.87177469241007,30.5,9.192388155425117,1.6621428571428571,0.5773037937946279,103.375,6.545172703167252,1702.0,19.79898987322333,,,,,20.05857142857143,7.395134426554612,65.55,2.4748737341529163,73.4125,3.330996204483836
AG,2011-01-01T00:00:00,42.92307692307692,14.056205856379703,3.3076923076923075,2.323238235187235,20.5,10.606601717798213,199.625,23.120414603301807,55.125,32.365932265710676,25.5,0.7071067811865476,1.8376923076923077,0.5276702544543302,103.875,5.986592162013856,,,,,,,20.543076923076924,8.946590025083472,63.1,,73.9375,3.3170285756122997
AG,2012-01-01T00:00:00,41.0,13.171939872319491,4.230769230769231,3.139900374052393,,,195.0,17.32050807568877,65.71428571428571,39.70186513550838,,,1.8976923076923078,0.6002520837969362,107.85714285714286,5.2417736002416655,,,,,,,19.69076923076923,8.135891122610625,,,73.72857142857143,3.210770564684998
AG,2013-01-01T00:00:00,64.5,16.47725705328408,4.0,2.5298221281347035,,,187.5,20.485767417079266,50.5,21.992422937608914,,,2.5066666666666664,1.1903388873201897,105.5,3.3166247903554016,,,,,,,31.146666666666665,8.424333010195328,,,71.57499999999999,4.066427588600751
AG,2015-01-01T00:00:00,33.916666666666664,10.900027800909779,2.5833333333333335,2.274696116900546,6.5,7.7781745930520225,218.14285714285714,22.571579264114206,78.28571428571429,15.861003391066674,29.5,2.1213203435596424,1.6416666666666666,0.7413112870059542,110.57142857142857,3.1547394428670255,,,,,,,15.660000000000002,6.666274685446002,65.15,0.9192388155425147,75.55714285714285,2.792762755681875
AG,2016-01-01T00:00:00,42.125,10.020514671697972,3.875,4.120939559996344,9.0,3.0,,,,,27.333333333333332,1.154700538379251,1.78,0.8750836694690564,,,2034.0,,,,,,19.75,8.809768928378801,,,,
AG,2017-01-01T00:00:00,34.625,10.848798485151642,4.5,2.7774602993176543,28.0,,,,,,25.0,,2.185,0.5590553256546772,,,,,,,,,18.89125,8.95381074100376,,,,
AG,2018-01-01T00:00:00,57.22222222222222,12.028900383844089,5.666666666666667,5.123475382979799,10.5,15.359036428109675,,,,,30.666666666666668,3.9327683210006996,2.08,0.9327647077371657,,,,,,,,,27.28666666666667,11.117115183355798,,,,
AG,2019-01-01T00:00:00,37.888888888888886,13.364546797819639,2.3333333333333335,2.5495097567963922,21.333333333333332,20.55075018906447,,,,,26.333333333333332,8.736894948054104,1.5444444444444445,0.9266756594287874,,,,,,,,,16.523333333333333,8.534652892766054,,,,
AG,2020-01-01T00:00:00,31.833333333333332,11.478966271693052,2.0,2.0,12.0,9.626352718795767,,,,,29.0,6.97614984548545,1.7249999999999999,0.879062000088731,,,,,,,,,13.981666666666667,7.249825974922893,,,,
AG,2021-01-01T00:00:00,27.4,4.8270073544588685,0.4,0.5477225575051661,0.0,,,,,,43.0,,1.064,0.592857487091122,,,,,,,,,10.418000000000001,2.906255322575772,,,,
AG,2022-01-01T00:00:00,33.333333333333336,3.214550253664317,1.0,1.0,4.4,8.763560920082657,214.0,,7.0,,34.8,6.572670690061993,1.0633333333333332,0.2577466456296441,97.0,,,,,,,,12.086666666666668,2.0036300390374806,,,71.9,
AG,2023-01-01T00:00:00,26.0,13.535139452550903,1.8181818181818181,2.2279219832921355,6.166666666666667,8.681397736923858,219.0,29.698484809834994,55.5,64.34671708797582,31.333333333333332,6.377042156569663,1.61,1.0275310214295237,104.5,10.606601717798213,1778.0,,,,,,11.799090909090909,8.100770894853719,65.4,,75.35,4.737615433949876
AJ,2015-01-01T00:00:00,,,,,,,150.0,,62.0,,,,,,102.0,,,,,,,,,,,,68.6,
AJ,2016-01-01T00:00:00,,,,,,,161.0,,37.0,,,,,,99.0,,,,,,,,,,,,66.4,
AJ,2017-01-01T00:00:00,,,,,,,161.0,,57.0,,,,,,101.0,,,,,,,,,,,,68.2,
AJ,2018-01-01T00:00:00,62.0,,52.0,,,,170.0,,48.0,,,,3.93,,104.0,,,,,,,,207.36,,,,69.3,
AJ,2019-01-01T00:00:00,,,,,,,183.0,2.8284271247461903,57.0,14.142135623730951,,,,,100.0,1.4142135623730951,,,,,,,,,,,69.45,0.7778174593051983
AJ,2020-01-01T00:00:00,,,,,,,174.0,0.0,43.0,5.656854249492381,,,,,99.5,0.7071067811865476,,,,,,,,,,,68.30000000000001,0.848528137423854
AJ,2022-01-01T00:00:00,48.0,,35.0,,,,174.0,12.727922061357855,53.5,7.7781745930520225,,,3.93,,101.5,0.7071067811865476,,,,,,,141.51,,,,69.45,1.0606601717798212
AJ,2023-01-01T00:00:00,61.0,,49.0,,,,191.5,3.5355339059327378,50.0,15.556349186104045,,,3.93,,98.5,3.5355339059327378,,,,,,,196.19,,,,70.25,1.3435028842544443
AL,1995-01-01T00:00:00,97.0,,29.0,,,,160.0,,31.0,,,,13.67,,100.0,,,,,,,,90.82,,,,66.9,
AL,1996-01-01T00:00:00,101.0,,30.0,,,,173.0,,38.0,,,,3.84,,97.0,,,,,,,,92.59,,,,68.7,
AL,1997-01-01T00:00:00,70.0,,16.0,,,,161.0,,34.0,,,,7.68,,97.0,,,,,,,,57.74,,,,68.7,
AL,1999-01-01T00:00:00,91.0,,24.0,,,,188.0,,68.0,,,,4.32,,106.0,,,,,,,,72.34,,,,71.3,
AL,2000-01-01T00:00:00,70.0,,23.0,,,,185.0,,63.0,,,,6.65,,107.0,,,,,,,,69.22,,,,71.5,
AL,2016-01-01T00:00:00,,,,,,,188.0,,64.0,,,,,,101.0,,,,,,,,,,,,73.5,
AM,2017-01-01T00:00:00,57.0,,9.0,,,,116.0,,31.0,,,,3.92,,99.0,,,,,,,,48.25,,,,64.5,
AM,2019-01-01T00:00:00,60.0,,15.0,,,,,,,,,,3.92,,,,,,,,,,71.84,,,,,
AM,2020-01-01T00:00:00,57.0,,16.0,,,,137.0,,26.0,,,,3.92,,97.0,,,,,,,,68.3,,,,64.3,
AM,2022-01-01T00:00:00,61.0,,17.0,,,,135.0,,31.0,,,,3.91,,97.0,,,,,,,,79.07,,,,65.1,
AM,2023-01-01T00:00:00,81.0,,21.0,,,,140.0,,20.0,,,,3.93,,99.0,,,,,,,,97.96,,,,65.6,
AQ,1995-01-01T00:00:00,157.0,,37.0,,0.0,,365.0,,44.0,,73.0,,4.83,,93.0,,0.0,,,,,,124.19,,82.7,,87.4,
AQ,2005-01-01T00:00:00,178.0,,51.0,,0.0,,365.0,,39.0,,73.0,,5.21,,91.0,,0.0,,,,,,150.11,,82.6,,86.7,
AQ,2010-01-01T00:00:00,205.0,38.18376618407357,56.0,32.526911934581186,0.0,,365.0,,43.0,,68.0,,6.57,0.4808326112068521,93.0,,0.0,,,,,,172.01999999999998,59.02927409345297,82.3,,86.7,
AQ,2015-01-01T00:00:00,168.0,,44.0,,0.0,,365.0,,18.0,,71.0,,5.69,,91.0,,0.0,,,,,,151.09,,81.5,,85.5,
AQ,2020-01-01T00:00:00,170.25,30.630866784993206,62.5,9.678154093971983,0.0,,366.0,,23.0,,71.0,,7.03,1.0575758444039212,92.0,,0.0,,,,,,194.9325,27.991949289036672,82.2,,86.6,
AR,1995-01-01T00:00:00,44.53333333333333,5.841558826529912,12.6,2.9952343099378007,18.0,24.041630560342615,234.0,22.627416997969522,43.5,30.405591591021544,27.5,4.949747468305833,3.1806666666666668,0.5157583413447295,105.5,0.7071067811865476,1962.5,426.38538905548813,,,,,35.94733333333333,6.434423569105988,64.05,1.0606601717798212,74.95,2.192031021678293
AR,1996-01-01T00:00:00,49.333333333333336,6.019808571549036,16.6,3.3763886032268258,14.0,15.556349186104045,237.5,6.363961030678928,47.0,25.45584412271571,27.5,4.949747468305833,3.686,1.010472308237235,99.5,2.1213203435596424,1898.5,398.10111780802623,,,,,43.31333333333334,7.326260658623555,64.5,1.272792206135791,74.9,1.1313708498984871
AR,1997-01-01T00:00:00,59.75,6.038763670377131,17.75,5.079370039680118,7.0,9.899494936611665,238.0,14.142135623730951,35.5,16.263455967290593,30.0,2.8284271247461903,4.5218750000000005,1.8454962069860776,101.5,7.7781745930520225,1620.0,343.6538956566621,,,,,52.78875,9.495716139396757,65.1,0.9899494936611655,75.05,1.4849242404917458
AR,1998-01-01T00:00:00,70.38461538461539,6.5896188754037155,25.615384615384617,3.8630398552276057,0.5,0.7071067811865476,214.0,8.48528137423857,28.0,25.45584412271571,33.5,3.5355339059327378,5.856923076923077,1.8595984540368955,98.5,6.363961030678928,1714.0,412.95036021294374,,,,,74.29384615384616,11.108717701623306,63.9,0.565685424949236,73.55,1.7677669529663689
AR,1999-01-01T00:00:00,47.785714285714285,8.32215367307296,10.071428571428571,2.4640269015229057,,,,,,,,,3.573571428571429,1.621663946705345,,,,,,,,,33.78142857142857,6.1411410329688065,,,,
AR,2000-01-01T00:00:00,,,,,7.0,9.899494936611665,214.5,10.606601717798213,31.5,16.263455967290593,28.5,7.7781745930520225,,,102.0,2.8284271247461903,2006.5,385.3731957466684,,,,,,,63.55,1.0606601717798212,73.15,1.3435028842544392
AR,2001-01-01T00:00:00,,,,,7.5,10.606601717798213,213.0,1.4142135623730951,44.5,28.991378028648448,29.5,6.363961030678928,,,100.5,3.5355339059327378,1907.0,606.6976182580578,,,,,,,64.45,1.4849242404917484,73.80000000000001,0.8485281374238641
AR,2002-01-01T00:00:00,,,,,12.0,11.313708498984761,226.5,13.435028842544403,37.0,29.698484809834994,28.5,3.5355339059327378,,,99.0,4.242640687119285,1887.5,449.01280605345767,,,,,,,64.15,1.0606601717798239,74.15,1.7677669529663689
AR,2003-01-01T00:00:00,66.0,,13.0,,9.0,12.727922061357855,223.5,20.506096654409877,50.0,45.254833995939045,30.0,4.242640687119285,3.03,,105.5,9.192388155425117,1798.5,218.4959953866432,,,,,44.99,,64.7,0.42426406871192446,75.25,3.3234018715767655
AR,2004-01-01T00:00:00,,,,,4.5,6.363961030678928,,,,,29.0,4.242640687119285,,,,,,,,,,,,,,,,
AR,2006-01-01T00:00:00,,,,,5.25,2.217355782608345,,,,,28.5,1.7320508075688774,,,,,,,,,,,,,,,,
AR,2007-01-01T00:00:00,,,,,17.4,13.722244714331545,,,,,23.6,2.701851217221259,,,,,,,,,,,,,,,,
AR,2008-01-01T00:00:00,,,,,6.8,5.805170109479997,,,,,28.2,2.7748873851023217,,,,,,,,,,,,,,,,
AR,2009-01-01T00:00:00,,,,,12.5,8.64291617453276,,,,,25.833333333333332,1.7224014243685082,,,,,,,,,,,,,,,,
AR,2010-01-01T00:00:00,,,,,10.666666666666666,11.590225767142474,,,,,25.666666666666668,6.027713773341708,,,,,,,,,,,,,,,,
AR,2011-01-01T00:00:00,,,,,15.75,10.307764064044152,,,,,24.5,1.7320508075688776,,,,,,,,,,,,,,,,
AR,2012-01-01T00:00:00,,,,,16.0,11.157956802210698,,,,,25.6,3.646916505762094,,,,,,,,,,,,,,,,
AR,2013-01-01T00:00:00,,,,,16.0,14.177446878757825,,,,,26.666666666666668,5.686240703077327,,,,,,,,,,,,,,,,
AR,2014-01-01T00:00:00,,,,,11.0,4.242640687119285,,,,,27.0,1.4142135623730951,,,,,,,,,,,,,,,,
AR,2015-01-01T00:00:00,,,,,8.333333333333334,7.637626158259733,,,,,29.666666666666668,4.041451884327381,,,,,,,,,,,,,,,,
AR,2016-01-01T00:00:00,,,,,2.6666666666666665,2.516611478423583,,,,,30.666666666666668,3.785938897200183,,,,,,,,,,,,,,,,
AR,2017-01-01T00:00:00,,,,,5.666666666666667,5.131601439446884,,,,,27.666666666666668,5.507570547286102,,,,,,,,,,,,,,,,
AR,2018-01-01T00:00:00,,,,,5.666666666666667,4.163331998932265,,,,,29.333333333333332,2.5166114784235827,,,,,,,,,,,,,,,,
AR,2019-01-01T00:00:00,,,,,10.666666666666666,9.073771725877465,,,,,27.666666666666668,3.0550504633038935,,,,,,,,,,,,,,,,
AR,2020-01-01T00:00:00,,,,,15.666666666666666,9.266426855410163,,,,,27.0,3.4641016151377544,,,,,,,,,,,,,,,,
AR,2021-01-01T00:00:00,,,,,8.0,11.313708498984761,,,,,30.0,7.0710678118654755,,,,,,,,,,,,,,,,
AR,2022-01-01T00:00:00,,,,,10.6,6.348228099241551,,,,,29.4,2.7928480087537886,,,,,,,,,,,,,,,,
AR,2023-01-01T00:00:00,,,,,5.2,4.764451699828638,,,,,29.6,3.286335345030997,,,,,,,,,,,,,,,,
AS,1995-01-01T00:00:00,30.0,7.810249675906654,1.0,1.0,,,,,,,,,1.27,0.5332916650389352,,,,,,,,,10.700000000000001,2.0502926620363255,,,,
AS,2005-01-01T00:00:00,28.0,4.242640687119285,1.0,0.0,,,,,,,,,1.715,0.21920310216782976,,,,,,,,,9.59,1.753624817342638,,,,
AS,2010-01-01T00:00:00,30.0,7.992750338338767,2.4857142857142858,1.5298276604923355,3.466666666666667,6.631813656983464,252.11764705882354,36.78464753287229,64.58823529411765,30.35016232149635,33.92857142857143,7.065237605175244,1.598550724637681,0.4372281520533606,109.625,4.3185645763378355,1313.25,497.22724364035184,,,,,14.789200000000001,4.527087471318946,66.99285714285715,2.4817686886927612,78.3,3.1498148093710703
AS,2015-01-01T00:00:00,42.671052631578945,13.712659025289721,3.3026315789473686,1.7050492610057169,0.3076923076923077,0.8548504142651102,252.21428571428572,49.390404816240235,49.214285714285715,32.524969275521634,36.5,6.829082195753953,1.9602666666666668,0.5981502417551229,107.78571428571429,6.4471648083428175,1046.5833333333333,426.8624343729346,,,,,19.404819277108434,6.474451358514497,66.55833333333334,2.3169173616264476,76.78571428571429,3.7786560783222622
AS,2020-01-01T00:00:00,26.666666666666668,4.309839050785791,1.3448275862068966,1.078221487614989,0.0,0.0,300.6666666666667,46.54388610046794,92.33333333333333,34.122328955294556,39.0,3.605551275463989,1.233103448275862,0.3981125419515357,112.0,2.6457513110645907,757.0,,,,,,11.997666666666667,1.8829556431374024,69.63333333333334,2.3692474191889104,82.16666666666667,2.203028218914433
AU,1995-01-01T00:00:00,93.6,22.30022421411946,4.6,1.8165902124584952,126.66666666666667,86.87845916374592,85.83333333333333,43.203780698761385,2.0,2.280350850198276,4.166666666666667,10.225784403490358,2.05,0.5994580886100379,86.83333333333333,15.879756505270056,6962.166666666667,4018.8510505698846,,,,,39.93,11.580766382239133,45.699999999999996,11.486339712893745,52.98333333333333,12.964477107337057
AU,1996-01-01T00:00:00,100.33333333333333,30.591937935780834,7.333333333333333,5.163977794943222,149.16666666666666,88.7274854070973,78.33333333333333,40.02832330571275,1.0,1.5491933384829668,-4.5,9.954898291795853,1.6833333333333333,0.3419161690629249,82.83333333333333,16.63029364342875,7792.333333333333,3779.7677530063493,,,,,44.54,15.676770075497057,43.61666666666667,10.995893172756212,50.56666666666666,12.336071768057554
AU,1997-01-01T00:00:00,101.83333333333333,50.169379771596404,10.5,15.122830422906949,127.16666666666667,97.30861558293113,91.33333333333333,45.6581500574286,0.0,0.0,6.666666666666667,7.52772652709081,2.2483333333333335,0.5788753463973628,82.33333333333333,13.952299690970898,7587.166666666667,3929.496223012139,,,,,52.208333333333336,41.64704619377785,45.583333333333336,11.241426362640404,53.21666666666667,12.617038743963127
AU,1998-01-01T00:00:00,111.16666666666667,48.1888645505024,7.666666666666667,9.157874571463985,125.83333333333333,92.0813046533696,82.66666666666667,41.22458813216533,4.166666666666667,2.786873995477131,2.5,11.040833301884419,1.8166666666666667,0.6415813796134257,87.16666666666667,15.791347841988243,7057.666666666667,4397.533293411963,,,,,47.27666666666667,28.2444866596415,45.76666666666667,12.51585660938422,53.25,13.940839286068828
AU,1999-01-01T00:00:00,91.2,24.386471659508274,5.6,3.361547262794322,125.5,88.37816472409914,94.16666666666667,47.19074768073363,1.3333333333333333,1.0327955589886444,4.333333333333333,13.485794995722967,2.212,0.9675587837439129,86.66666666666667,15.121728296285006,7430.5,4095.267060888704,,,,,39.278,8.707184964154603,46.15,11.242375193881408,53.26666666666667,12.62341739255526
AU,2000-01-01T00:00:00,109.0,50.055968675074105,10.166666666666666,10.628577828979127,105.33333333333333,102.27348955944872,104.5,52.55758746365743,4.833333333333333,3.7103458958251676,1.1666666666666667,10.870449239413551,1.7416666666666665,0.4693151038126375,87.0,16.95877354056006,6880.5,3980.394641238479,,,,,50.37166666666667,34.120754632139466,47.56666666666666,11.895993723378751,55.31666666666666,13.506356528193184
AU,2001-01-01T00:00:00,105.83333333333333,52.984588954399435,8.666666666666666,10.40512694140089,123.16666666666667,96.15698969220422,91.66666666666667,46.072406781789326,3.8333333333333335,3.5449494589721118,-0.8333333333333334,10.303721010715822,1.5833333333333333,0.5369047091120236,85.83333333333333,16.690316553818466,6811.333333333333,4110.937346477889,,,,,47.76,33.535592435500526,45.96666666666667,11.691820502670517,53.333333333333336,13.12138204103008
AU,2002-01-01T00:00:00,99.83333333333333,30.564140208202595,7.166666666666667,2.0412414523193148,104.66666666666667,97.85431348012548,97.66666666666667,48.83714433365926,4.666666666666667,3.1411250638372654,3.8333333333333335,8.931218655181759,2.998333333333333,0.913135623369643,88.16666666666667,14.918668394554077,6956.666666666667,3926.7639942663563,,,,,47.60833333333333,17.604385154462697,47.51666666666667,11.169497153706905,55.01666666666667,12.894559576296764
AU,2003-01-01T00:00:00,66.8,18.430952227163953,3.6,3.1304951684997055,133.5,69.23799534937446,96.57142857142857,66.13586304685516,12.0,9.073771725877465,-0.16666666666666666,8.207719943240429,1.83,0.728800384193093,88.14285714285714,17.676996081806163,7172.166666666667,3884.250682778683,,,,,28.468,7.3477459128633456,46.71666666666667,11.183276204523729,52.75714285714286,13.252906240124233
AU,2004-01-01T00:00:00,94.2,21.087911228948208,4.2,1.3038404810405297,130.0,87.04481604323144,76.57142857142857,52.70628407459951,0.7142857142857143,0.9511897312113419,4.666666666666667,8.382521498133283,1.5579999999999998,0.5936918392566971,80.85714285714286,16.577379883730835,7381.666666666667,3925.9984547458325,,,,,36.028,7.417881773120951,45.68333333333334,11.198467157011565,50.74285714285714,12.845992519440598
AU,2005-01-01T00:00:00,84.4,20.501219475923868,4.8,2.7748873851023217,137.0,83.06864631134903,89.16666666666667,44.52153037201963,4.166666666666667,4.622409184253019,0.5,12.227019260637485,2.19,0.44254943226717613,87.5,16.109003693587013,7333.0,3893.9127365671666,,,,,36.174,9.33802334544094,45.18333333333334,11.293965940566078,52.46666666666667,12.91784295719168
AU,2006-01-01T00:00:00,82.0,16.583123951777,5.4,2.6076809620810595,128.33333333333334,78.67824773510571,82.57142857142857,56.79159897630735,5.142857142857143,4.59813626840888,0.3333333333333333,7.941452428030194,1.9140000000000001,0.7125517525064409,84.42857142857143,15.93588343808968,7731.833333333333,3865.0214186556154,,,,,33.856,7.737692162395709,46.23333333333333,10.843369709950256,51.728571428571435,12.73521551783535
AU,2007-01-01T00:00:00,85.4,15.404544783926593,6.2,2.4899799195977463,101.0,98.86556528943736,102.16666666666667,51.160205889603944,6.0,3.847076812334269,11.5,10.193134944657606,2.012,0.6858717081204033,89.66666666666667,15.57776192739723,5984.666666666667,3911.4045388666545,,,,,38.104,6.708064549480722,47.550000000000004,11.47985191542121,55.48333333333333,13.218837568661876
AU,2008-01-01T00:00:00,84.2,15.056560032092323,7.0,1.8708286933869707,109.33333333333333,91.52850193610003,93.14285714285714,41.530826187417986,1.5714285714285714,1.5118578920369088,8.5,10.27131929208707,1.9600000000000002,0.6478039826984703,86.0,15.491933384829668,7218.333333333333,3994.0349355841477,,,,,36.489999999999995,5.993383852215707,47.15,11.48333575229776,55.300000000000004,12.119405926034494
AU,2009-01-01T00:00:00,110.0,32.4468796650772,8.5,3.8340579025361627,110.0,87.19633019800776,113.83333333333333,56.49218235000899,2.1666666666666665,2.0412414523193148,2.6666666666666665,10.764137989949157,2.3683333333333336,0.517780519782916,87.83333333333333,16.690316553818466,7127.166666666667,4028.6895843024026,,,,,48.781666666666666,15.216101230823437,46.800000000000004,11.397543595003269,54.06666666666666,13.016860860693974
AU,2010-01-01T00:00:00,102.66666666666667,31.878937665277785,6.166666666666667,1.3291601358251257,133.33333333333334,81.88202896036874,79.66666666666667,40.702170294305766,5.0,4.049691346263317,4.0,10.276186062932103,1.7016666666666669,0.2294704047729613,86.83333333333333,15.689699381016409,7173.0,3935.6110072007878,,,,,42.57333333333333,13.956949045785997,45.166666666666664,11.24911848398205,52.03333333333333,12.687579227995649
AU,2011-01-01T00:00:00,77.16666666666667,30.746815553267734,7.5,2.4289915602982237,123.33333333333333,78.6324784466741,113.57142857142857,51.59088143867138,5.142857142857143,3.4364987719368982,7.166666666666667,9.064583093924764,1.7750000000000001,0.48310454355139326,90.14285714285714,15.63573440795764,7087.666666666667,3883.796681942383,,,,,35.711666666666666,12.369092798854194,47.48333333333333,10.71100679986091,56.15714285714286,11.789664561648499
AU,2012-01-01T00:00:00,100.0,38.15382399857563,7.5,4.503966505838413,112.16666666666667,83.99623007413288,109.57142857142857,49.26410844572731,6.857142857142857,4.740906081772816,-2.0,10.198039027185569,1.8025,0.3847726601514198,89.85714285714286,13.234154946306814,6956.5,3786.710855082548,,,,,46.145,19.63216238726646,47.050000000000004,11.104008285299505,55.471428571428575,11.783281134120255
AU,2013-01-01T00:00:00,92.85714285714286,28.10355002147458,8.428571428571429,3.6903993847614407,123.5,90.21917756220127,96.0,43.089055068157,12.428571428571429,5.563486402641868,8.0,9.818350166906862,2.6285714285714286,0.7935453898261181,93.28571428571429,16.05941349815621,7191.0,3771.9566275343095,,,,,43.987142857142864,15.359486443547643,46.550000000000004,11.045496819971476,54.25714285714286,11.554776377881883
AU,2014-01-01T00:00:00,95.85714285714286,38.06760902844907,6.857142857142857,1.4638501094227996,88.5,110.23384235342611,93.5,47.44154297659384,3.0,2.0,9.166666666666666,11.444066876188144,2.2600000000000002,0.3712142238654118,86.5,16.477257053284085,6440.166666666667,3921.513555588794,,,,,42.769999999999996,15.14046344513051,48.5,11.500782582068055,55.68333333333334,13.323575596162865
AU,2015-01-01T00:00:00,79.71428571428571,27.07836950848583,4.0,2.5819888974716108,109.0,90.89114368297938,99.14285714285714,44.42757616401691,20.714285714285715,11.010817192111368,13.5,12.533953885346794,1.5742857142857143,0.314157982701758,92.0,15.56705923844749,6565.5,4115.013086248937,,,,,34.36714285714286,14.121777171312061,48.51666666666667,11.3185540890463,57.1,12.162510705716427
AU,2016-01-01T00:00:00,95.85714285714286,29.486881667551597,8.571428571428571,4.197504927816954,109.83333333333333,92.47143703147836,105.85714285714286,47.50588935921023,2.2857142857142856,2.627691364061218,7.5,9.710818709048171,1.8771428571428572,0.34807634630515033,87.14285714285714,13.933515606007594,6468.833333333333,3790.8053717734792,,,,,43.910000000000004,14.016338085724577,47.6,11.22728818548807,55.771428571428565,11.923326477360012
AU,2017-01-01T00:00:00,102.5,36.74098528891135,5.5,2.8809720581775866,116.33333333333333,87.36055555378907,102.66666666666667,51.254918463174505,8.5,7.1203932475671605,1.5,11.148990985734986,1.7866666666666668,0.39908228057214806,90.16666666666667,15.94260539142416,6875.0,3759.3043505414666,,,,,44.98666666666667,20.849746920926087,47.300000000000004,11.380509654668371,55.13333333333333,13.120924764156932
